Mod:Item:MetaData, Localized Name
gregtech:ore_aluminium_0:0, 铝矿石
gregtech:ore_aluminium_0:1, 地狱岩铝矿石
gregtech:ore_aluminium_0:2, 末地石铝矿石
gregtech:ore_beryllium_0:0, 铍矿石
gregtech:ore_beryllium_0:1, 地狱岩铍矿石
gregtech:ore_beryllium_0:2, 末地石铍矿石
gregtech:ore_cadmium_0:0, 镉矿石
gregtech:ore_cadmium_0:1, 地狱岩镉矿石
gregtech:ore_cadmium_0:2, 末地石镉矿石
gregtech:ore_chrome_0:0, 铬矿石
gregtech:ore_chrome_0:1, 地狱岩铬矿石
gregtech:ore_chrome_0:2, 末地石铬矿石
gregtech:ore_copper_0:0, 铜矿石
gregtech:ore_copper_0:1, 地狱岩铜矿石
gregtech:ore_copper_0:2, 末地石铜矿石
gregtech:ore_gold_0:0, 金矿石
gregtech:ore_gold_0:1, 地狱岩金矿石
gregtech:ore_gold_0:2, 末地石金矿石
gregtech:ore_iron_0:0, 铁矿石
gregtech:ore_iron_0:1, 地狱岩铁矿石
gregtech:ore_iron_0:2, 末地石铁矿石
gregtech:ore_lead_0:0, 铅矿石
gregtech:ore_lead_0:1, 地狱岩铅矿石
gregtech:ore_lead_0:2, 末地石铅矿石
gregtech:ore_lithium_0:0, 锂矿石
gregtech:ore_lithium_0:1, 地狱岩锂矿石
gregtech:ore_lithium_0:2, 末地石锂矿石
gregtech:ore_molybdenum_0:0, 钼矿石
gregtech:ore_molybdenum_0:1, 地狱岩钼矿石
gregtech:ore_molybdenum_0:2, 末地石钼矿石
gregtech:ore_neodymium_0:0, 钕矿石
gregtech:ore_neodymium_0:1, 地狱岩钕矿石
gregtech:ore_neodymium_0:2, 末地石钕矿石
gregtech:ore_nickel_0:0, 镍矿石
gregtech:ore_nickel_0:1, 地狱岩镍矿石
gregtech:ore_nickel_0:2, 末地石镍矿石
gregtech:ore_palladium_0:0, 钯矿石
gregtech:ore_palladium_0:1, 地狱岩钯矿石
gregtech:ore_palladium_0:2, 末地石钯矿石
gregtech:ore_platinum_0:0, 铂矿石
gregtech:ore_platinum_0:1, 地狱岩铂矿石
gregtech:ore_platinum_0:2, 末地石铂矿石
gregtech:ore_plutonium_239_0:0, 钚-239矿石
gregtech:ore_plutonium_239_0:1, 地狱岩钚-239矿石
gregtech:ore_plutonium_239_0:2, 末地石钚-239矿石
gregtech:ore_plutonium_241_0:0, 钚-241矿石
gregtech:ore_plutonium_241_0:1, 地狱岩钚-241矿石
gregtech:ore_plutonium_241_0:2, 末地石钚-241矿石
gregtech:ore_silver_0:0, 银矿石
gregtech:ore_silver_0:1, 地狱岩银矿石
gregtech:ore_silver_0:2, 末地石银矿石
gregtech:ore_sulfur_0:0, 硫矿石
gregtech:ore_sulfur_0:1, 地狱岩硫矿石
gregtech:ore_sulfur_0:2, 末地石硫矿石
gregtech:ore_thorium_0:0, 钍矿石
gregtech:ore_thorium_0:1, 地狱岩钍矿石
gregtech:ore_thorium_0:2, 末地石钍矿石
gregtech:ore_tin_0:0, 锡矿石
gregtech:ore_tin_0:1, 地狱岩锡矿石
gregtech:ore_tin_0:2, 末地石锡矿石
gregtech:ore_uranium_0:0, 铀矿石
gregtech:ore_uranium_0:1, 地狱岩铀矿石
gregtech:ore_uranium_0:2, 末地石铀矿石
gregtech:ore_naquadah_0:0, 硅岩矿石
gregtech:ore_naquadah_0:1, 地狱岩硅岩矿石
gregtech:ore_naquadah_0:2, 末地石硅岩矿石
gregtech:ore_certus_quartz_0:0, 赛特斯石英矿石
gregtech:ore_certus_quartz_0:1, 地狱岩赛特斯石英矿石
gregtech:ore_certus_quartz_0:2, 末地石赛特斯石英矿石
gregtech:ore_almandine_0:0, 铁铝榴石矿石
gregtech:ore_almandine_0:1, 地狱岩铁铝榴石矿石
gregtech:ore_almandine_0:2, 末地石铁铝榴石矿石
gregtech:ore_andradite_0:0, 钙铁榴石矿石
gregtech:ore_andradite_0:1, 地狱岩钙铁榴石矿石
gregtech:ore_andradite_0:2, 末地石钙铁榴石矿石
gregtech:ore_asbestos_0:0, 石棉矿石
gregtech:ore_asbestos_0:1, 地狱岩石棉矿石
gregtech:ore_asbestos_0:2, 末地石石棉矿石
gregtech:ore_banded_iron_0:0, 带状铁矿矿石
gregtech:ore_banded_iron_0:1, 地狱岩带状铁矿矿石
gregtech:ore_banded_iron_0:2, 末地石带状铁矿矿石
gregtech:ore_blue_topaz_0:0, 蓝黄玉矿石
gregtech:ore_blue_topaz_0:1, 地狱岩蓝黄玉矿石
gregtech:ore_blue_topaz_0:2, 末地石蓝黄玉矿石
gregtech:ore_brown_limonite_0:0, 棕褐铁矿矿石
gregtech:ore_brown_limonite_0:1, 地狱岩棕褐铁矿矿石
gregtech:ore_brown_limonite_0:2, 末地石棕褐铁矿矿石
gregtech:ore_calcite_0:0, 方解石矿石
gregtech:ore_calcite_0:1, 地狱岩方解石矿石
gregtech:ore_calcite_0:2, 末地石方解石矿石
gregtech:ore_cassiterite_0:0, 锡石矿石
gregtech:ore_cassiterite_0:1, 地狱岩锡石矿石
gregtech:ore_cassiterite_0:2, 末地石锡石矿石
gregtech:ore_cassiterite_sand_0:0, 锡石矿砂矿石
gregtech:ore_cassiterite_sand_0:1, 地狱岩锡石矿砂矿石
gregtech:ore_cassiterite_sand_0:2, 末地石锡石矿砂矿石
gregtech:ore_chalcopyrite_0:0, 黄铜矿矿石
gregtech:ore_chalcopyrite_0:1, 地狱岩黄铜矿矿石
gregtech:ore_chalcopyrite_0:2, 末地石黄铜矿矿石
gregtech:ore_chromite_0:0, 铬铁矿矿石
gregtech:ore_chromite_0:1, 地狱岩铬铁矿矿石
gregtech:ore_chromite_0:2, 末地石铬铁矿矿石
gregtech:ore_cinnabar_0:0, 朱砂矿石
gregtech:ore_cinnabar_0:1, 地狱岩朱砂矿石
gregtech:ore_cinnabar_0:2, 末地石朱砂矿石
gregtech:ore_zircon_0:0, 锆石矿石
gregtech:ore_zircon_0:1, 地狱岩锆石矿石
gregtech:ore_zircon_0:2, 末地石锆石矿石
gregtech:ore_coal_0:0, 煤炭矿石
gregtech:ore_coal_0:1, 地狱岩煤炭矿石
gregtech:ore_coal_0:2, 末地石煤炭矿石
gregtech:ore_cobaltite_0:0, 辉钴矿矿石
gregtech:ore_cobaltite_0:1, 地狱岩辉钴矿矿石
gregtech:ore_cobaltite_0:2, 末地石辉钴矿矿石
gregtech:ore_cooperite_0:0, 谢尔顿矿矿石
gregtech:ore_cooperite_0:1, 地狱岩谢尔顿矿矿石
gregtech:ore_cooperite_0:2, 末地石谢尔顿矿矿石
gregtech:ore_diamond_0:0, 钻石矿石
gregtech:ore_diamond_0:1, 地狱岩钻石矿石
gregtech:ore_diamond_0:2, 末地石钻石矿石
gregtech:ore_emerald_0:0, 绿宝石矿石
gregtech:ore_emerald_0:1, 地狱岩绿宝石矿石
gregtech:ore_emerald_0:2, 末地石绿宝石矿石
gregtech:ore_galena_0:0, 方铅矿矿石
gregtech:ore_galena_0:1, 地狱岩方铅矿矿石
gregtech:ore_galena_0:2, 末地石方铅矿矿石
gregtech:ore_garnierite_0:0, 硅镁镍矿矿石
gregtech:ore_garnierite_0:1, 地狱岩硅镁镍矿矿石
gregtech:ore_garnierite_0:2, 末地石硅镁镍矿矿石
gregtech:ore_green_sapphire_0:0, 绿色蓝宝石矿石
gregtech:ore_green_sapphire_0:1, 地狱岩绿色蓝宝石矿石
gregtech:ore_green_sapphire_0:2, 末地石绿色蓝宝石矿石
gregtech:ore_grossular_0:0, 钙铝榴石矿石
gregtech:ore_grossular_0:1, 地狱岩钙铝榴石矿石
gregtech:ore_grossular_0:2, 末地石钙铝榴石矿石
gregtech:ore_ilmenite_0:0, 钛铁矿矿石
gregtech:ore_ilmenite_0:1, 地狱岩钛铁矿矿石
gregtech:ore_ilmenite_0:2, 末地石钛铁矿矿石
gregtech:ore_bauxite_0:0, 铝土矿矿石
gregtech:ore_bauxite_0:1, 地狱岩铝土矿矿石
gregtech:ore_bauxite_0:2, 末地石铝土矿矿石
gregtech:ore_lazurite_0:0, 蓝金石矿石
gregtech:ore_lazurite_0:1, 地狱岩蓝金石矿石
gregtech:ore_lazurite_0:2, 末地石蓝金石矿石
gregtech:ore_magnesite_0:0, 菱镁矿矿石
gregtech:ore_magnesite_0:1, 地狱岩菱镁矿矿石
gregtech:ore_magnesite_0:2, 末地石菱镁矿矿石
gregtech:ore_magnetite_0:0, 磁铁矿矿石
gregtech:ore_magnetite_0:1, 地狱岩磁铁矿矿石
gregtech:ore_magnetite_0:2, 末地石磁铁矿矿石
gregtech:ore_molybdenite_0:0, 辉钼矿矿石
gregtech:ore_molybdenite_0:1, 地狱岩辉钼矿矿石
gregtech:ore_molybdenite_0:2, 末地石辉钼矿矿石
gregtech:ore_biotite_0:0, 黑云母矿石
gregtech:ore_biotite_0:1, 地狱岩黑云母矿石
gregtech:ore_biotite_0:2, 末地石黑云母矿石
gregtech:ore_powellite_0:0, 钼钙矿矿石
gregtech:ore_powellite_0:1, 地狱岩钼钙矿矿石
gregtech:ore_powellite_0:2, 末地石钼钙矿矿石
gregtech:ore_pyrite_0:0, 黄铁矿矿石
gregtech:ore_pyrite_0:1, 地狱岩黄铁矿矿石
gregtech:ore_pyrite_0:2, 末地石黄铁矿矿石
gregtech:ore_pyrolusite_0:0, 软锰矿矿石
gregtech:ore_pyrolusite_0:1, 地狱岩软锰矿矿石
gregtech:ore_pyrolusite_0:2, 末地石软锰矿矿石
gregtech:ore_pyrope_0:0, 镁铝榴石矿石
gregtech:ore_pyrope_0:1, 地狱岩镁铝榴石矿石
gregtech:ore_pyrope_0:2, 末地石镁铝榴石矿石
gregtech:ore_rock_salt_0:0, 岩盐矿石
gregtech:ore_rock_salt_0:1, 地狱岩岩盐矿石
gregtech:ore_rock_salt_0:2, 末地石岩盐矿石
gregtech:ore_ruby_0:0, 红宝石矿石
gregtech:ore_ruby_0:1, 地狱岩红宝石矿石
gregtech:ore_ruby_0:2, 末地石红宝石矿石
gregtech:ore_salt_0:0, 盐矿石
gregtech:ore_salt_0:1, 地狱岩盐矿石
gregtech:ore_salt_0:2, 末地石盐矿石
gregtech:ore_saltpeter_0:0, 硝石矿石
gregtech:ore_saltpeter_0:1, 地狱岩硝石矿石
gregtech:ore_saltpeter_0:2, 末地石硝石矿石
gregtech:ore_sapphire_0:0, 蓝宝石矿石
gregtech:ore_sapphire_0:1, 地狱岩蓝宝石矿石
gregtech:ore_sapphire_0:2, 末地石蓝宝石矿石
gregtech:ore_scheelite_0:0, 白钨矿矿石
gregtech:ore_scheelite_0:1, 地狱岩白钨矿矿石
gregtech:ore_scheelite_0:2, 末地石白钨矿矿石
gregtech:ore_sodalite_0:0, 方钠石矿石
gregtech:ore_sodalite_0:1, 地狱岩方钠石矿石
gregtech:ore_sodalite_0:2, 末地石方钠石矿石
gregtech:ore_tantalite_0:0, 钽铁矿矿石
gregtech:ore_tantalite_0:1, 地狱岩钽铁矿矿石
gregtech:ore_tantalite_0:2, 末地石钽铁矿矿石
gregtech:ore_spessartine_0:0, 锰铝榴石矿石
gregtech:ore_spessartine_0:1, 地狱岩锰铝榴石矿石
gregtech:ore_spessartine_0:2, 末地石锰铝榴石矿石
gregtech:ore_sphalerite_0:0, 闪锌矿矿石
gregtech:ore_sphalerite_0:1, 地狱岩闪锌矿矿石
gregtech:ore_sphalerite_0:2, 末地石闪锌矿矿石
gregtech:ore_stibnite_0:0, 辉锑矿矿石
gregtech:ore_stibnite_0:1, 地狱岩辉锑矿矿石
gregtech:ore_stibnite_0:2, 末地石辉锑矿矿石
gregtech:ore_tetrahedrite_0:0, 黝铜矿矿石
gregtech:ore_tetrahedrite_0:1, 地狱岩黝铜矿矿石
gregtech:ore_tetrahedrite_0:2, 末地石黝铜矿矿石
gregtech:ore_topaz_0:0, 黄玉矿石
gregtech:ore_topaz_0:1, 地狱岩黄玉矿石
gregtech:ore_topaz_0:2, 末地石黄玉矿石
gregtech:ore_tungstate_0:0, 钨酸锂矿石
gregtech:ore_tungstate_0:1, 地狱岩钨酸锂矿石
gregtech:ore_tungstate_0:2, 末地石钨酸锂矿石
gregtech:ore_uraninite_0:0, 晶质铀矿矿石
gregtech:ore_uraninite_0:1, 地狱岩晶质铀矿矿石
gregtech:ore_uraninite_0:2, 末地石晶质铀矿矿石
gregtech:ore_uvarovite_0:0, 钙铬榴石矿石
gregtech:ore_uvarovite_0:1, 地狱岩钙铬榴石矿石
gregtech:ore_uvarovite_0:2, 末地石钙铬榴石矿石
gregtech:ore_wulfenite_0:0, 钼铅矿矿石
gregtech:ore_wulfenite_0:1, 地狱岩钼铅矿矿石
gregtech:ore_wulfenite_0:2, 末地石钼铅矿矿石
gregtech:ore_yellow_limonite_0:0, 黄褐铁矿矿石
gregtech:ore_yellow_limonite_0:1, 地狱岩黄褐铁矿矿石
gregtech:ore_yellow_limonite_0:2, 末地石黄褐铁矿矿石
gregtech:ore_nether_quartz_0:0, 下界石英矿石
gregtech:ore_nether_quartz_0:1, 下界石英矿石
gregtech:ore_nether_quartz_0:2, 末地石下界石英矿石
gregtech:ore_quartzite_0:0, 石英岩矿石
gregtech:ore_quartzite_0:1, 地狱岩石英岩矿石
gregtech:ore_quartzite_0:2, 末地石石英岩矿石
gregtech:ore_graphite_0:0, 石墨矿石
gregtech:ore_graphite_0:1, 地狱岩石墨矿石
gregtech:ore_graphite_0:2, 末地石石墨矿石
gregtech:ore_bornite_0:0, 斑铜矿矿石
gregtech:ore_bornite_0:1, 地狱岩斑铜矿矿石
gregtech:ore_bornite_0:2, 末地石斑铜矿矿石
gregtech:ore_chalcocite_0:0, 辉铜矿矿石
gregtech:ore_chalcocite_0:1, 地狱岩辉铜矿矿石
gregtech:ore_chalcocite_0:2, 末地石辉铜矿矿石
gregtech:ore_realgar_0:0, 雄黄矿石
gregtech:ore_realgar_0:1, 地狱岩雄黄矿石
gregtech:ore_realgar_0:2, 末地石雄黄矿石
gregtech:ore_bastnasite_0:0, 氟碳镧铈矿矿石
gregtech:ore_bastnasite_0:1, 地狱岩氟碳镧铈矿矿石
gregtech:ore_bastnasite_0:2, 末地石氟碳镧铈矿矿石
gregtech:ore_pentlandite_0:0, 镍黄铁矿矿石
gregtech:ore_pentlandite_0:1, 地狱岩镍黄铁矿矿石
gregtech:ore_pentlandite_0:2, 末地石镍黄铁矿矿石
gregtech:ore_spodumene_0:0, 锂辉石矿石
gregtech:ore_spodumene_0:1, 地狱岩锂辉石矿石
gregtech:ore_spodumene_0:2, 末地石锂辉石矿石
gregtech:ore_lepidolite_0:0, 锂云母矿石
gregtech:ore_lepidolite_0:1, 地狱岩锂云母矿石
gregtech:ore_lepidolite_0:2, 末地石锂云母矿石
gregtech:ore_glauconite_sand_0:0, 海绿石矿砂矿石
gregtech:ore_glauconite_sand_0:1, 地狱岩海绿石矿砂矿石
gregtech:ore_glauconite_sand_0:2, 末地石海绿石矿砂矿石
gregtech:ore_malachite_0:0, 孔雀石矿石
gregtech:ore_malachite_0:1, 地狱岩孔雀石矿石
gregtech:ore_malachite_0:2, 末地石孔雀石矿石
gregtech:ore_mica_0:0, 云母矿石
gregtech:ore_mica_0:1, 地狱岩云母矿石
gregtech:ore_mica_0:2, 末地石云母矿石
gregtech:ore_barite_0:0, 重晶石矿石
gregtech:ore_barite_0:1, 地狱岩重晶石矿石
gregtech:ore_barite_0:2, 末地石重晶石矿石
gregtech:ore_alunite_0:0, 明矾石矿石
gregtech:ore_alunite_0:1, 地狱岩明矾石矿石
gregtech:ore_alunite_0:2, 末地石明矾石矿石
gregtech:ore_talc_0:0, 滑石矿石
gregtech:ore_talc_0:1, 地狱岩滑石矿石
gregtech:ore_talc_0:2, 末地石滑石矿石
gregtech:ore_soapstone_0:0, 皂石矿石
gregtech:ore_soapstone_0:1, 地狱岩皂石矿石
gregtech:ore_soapstone_0:2, 末地石皂石矿石
gregtech:ore_kyanite_0:0, 蓝晶石矿石
gregtech:ore_kyanite_0:1, 地狱岩蓝晶石矿石
gregtech:ore_kyanite_0:2, 末地石蓝晶石矿石
gregtech:ore_pyrochlore_0:0, 烧绿石矿石
gregtech:ore_pyrochlore_0:1, 地狱岩烧绿石矿石
gregtech:ore_pyrochlore_0:2, 末地石烧绿石矿石
gregtech:ore_oilsands_0:0, 油砂矿石
gregtech:ore_oilsands_0:1, 地狱岩油砂矿石
gregtech:ore_oilsands_0:2, 末地石油砂矿石
gregtech:ore_olivine_0:0, 橄榄石矿石
gregtech:ore_olivine_0:1, 地狱岩橄榄石矿石
gregtech:ore_olivine_0:2, 末地石橄榄石矿石
gregtech:ore_opal_0:0, 猫眼石矿石
gregtech:ore_opal_0:1, 地狱岩猫眼石矿石
gregtech:ore_opal_0:2, 末地石猫眼石矿石
gregtech:ore_amethyst_0:0, 紫水晶矿石
gregtech:ore_amethyst_0:1, 地狱岩紫水晶矿石
gregtech:ore_amethyst_0:2, 末地石紫水晶矿石
gregtech:ore_lapis_0:0, 青金石矿石
gregtech:ore_lapis_0:1, 地狱岩青金石矿石
gregtech:ore_lapis_0:2, 末地石青金石矿石
gregtech:ore_apatite_0:0, 磷灰石矿石
gregtech:ore_apatite_0:1, 地狱岩磷灰石矿石
gregtech:ore_apatite_0:2, 末地石磷灰石矿石
gregtech:ore_tricalcium_phosphate_0:0, 磷酸三钙矿石
gregtech:ore_tricalcium_phosphate_0:1, 地狱岩磷酸三钙矿石
gregtech:ore_tricalcium_phosphate_0:2, 末地石磷酸三钙矿石
gregtech:ore_garnet_red_0:0, 红石榴石矿石
gregtech:ore_garnet_red_0:1, 地狱岩红石榴石矿石
gregtech:ore_garnet_red_0:2, 末地石红石榴石矿石
gregtech:ore_garnet_yellow_0:0, 黄石榴石矿石
gregtech:ore_garnet_yellow_0:1, 地狱岩黄石榴石矿石
gregtech:ore_garnet_yellow_0:2, 末地石黄石榴石矿石
gregtech:ore_vanadium_magnetite_0:0, 钒磁铁矿矿石
gregtech:ore_vanadium_magnetite_0:1, 地狱岩钒磁铁矿矿石
gregtech:ore_vanadium_magnetite_0:2, 末地石钒磁铁矿矿石
gregtech:ore_pollucite_0:0, 铯榴石矿石
gregtech:ore_pollucite_0:1, 地狱岩铯榴石矿石
gregtech:ore_pollucite_0:2, 末地石铯榴石矿石
gregtech:ore_bentonite_0:0, 膨润土矿石
gregtech:ore_bentonite_0:1, 地狱岩膨润土矿石
gregtech:ore_bentonite_0:2, 末地石膨润土矿石
gregtech:ore_fullers_earth_0:0, 漂白土矿石
gregtech:ore_fullers_earth_0:1, 地狱岩漂白土矿石
gregtech:ore_fullers_earth_0:2, 末地石漂白土矿石
gregtech:ore_pitchblende_0:0, 沥青铀矿矿石
gregtech:ore_pitchblende_0:1, 地狱岩沥青铀矿矿石
gregtech:ore_pitchblende_0:2, 末地石沥青铀矿矿石
gregtech:ore_monazite_0:0, 独居石矿石
gregtech:ore_monazite_0:1, 地狱岩独居石矿石
gregtech:ore_monazite_0:2, 末地石独居石矿石
gregtech:ore_trona_0:0, 天然碱矿石
gregtech:ore_trona_0:1, 地狱岩天然碱矿石
gregtech:ore_trona_0:2, 末地石天然碱矿石
gregtech:ore_gypsum_0:0, 石膏矿石
gregtech:ore_gypsum_0:1, 地狱岩石膏矿石
gregtech:ore_gypsum_0:2, 末地石石膏矿石
gregtech:ore_zeolite_0:0, 沸石矿石
gregtech:ore_zeolite_0:1, 地狱岩沸石矿石
gregtech:ore_zeolite_0:2, 末地石沸石矿石
gregtech:ore_redstone_0:0, 红石矿石
gregtech:ore_redstone_0:1, 地狱岩红石矿石
gregtech:ore_redstone_0:2, 末地石红石矿石
gregtech:ore_electrotine_0:0, 蓝石矿石
gregtech:ore_electrotine_0:1, 地狱岩蓝石矿石
gregtech:ore_electrotine_0:2, 末地石蓝石矿石
gregtech:ore_diatomite_0:0, 硅藻土矿石
gregtech:ore_diatomite_0:1, 地狱岩硅藻土矿石
gregtech:ore_diatomite_0:2, 末地石硅藻土矿石
gregtech:ore_granitic_mineral_sand_0:0, 花岗岩矿砂矿石
gregtech:ore_granitic_mineral_sand_0:1, 地狱岩花岗岩矿砂矿石
gregtech:ore_granitic_mineral_sand_0:2, 末地石花岗岩矿砂矿石
gregtech:ore_garnet_sand_0:0, 石榴石砂矿石
gregtech:ore_garnet_sand_0:1, 地狱岩石榴石砂矿石
gregtech:ore_garnet_sand_0:2, 末地石石榴石砂矿石
gregtech:ore_basaltic_mineral_sand_0:0, 玄武岩矿砂矿石
gregtech:ore_basaltic_mineral_sand_0:1, 地狱岩玄武岩矿砂矿石
gregtech:ore_basaltic_mineral_sand_0:2, 末地石玄武岩矿砂矿石
gtlitecore:stone_smooth:0, 石灰岩
gtlitecore:stone_smooth:1, 科马提岩
gtlitecore:stone_smooth:2, 绿片岩
gtlitecore:stone_smooth:3, 蓝片岩
gtlitecore:stone_smooth:4, 金伯利岩
gtlitecore:stone_smooth:5, 石英岩
gtlitecore:stone_smooth:6, 板岩
gtlitecore:stone_smooth:7, 页岩
gtlitecore:stone_cobble:0, 石灰岩圆石
gtlitecore:stone_cobble:1, 科马提岩圆石
gtlitecore:stone_cobble:2, 绿片岩圆石
gtlitecore:stone_cobble:3, 蓝片岩圆石
gtlitecore:stone_cobble:4, 金伯利岩圆石
gtlitecore:stone_cobble:5, 石英岩圆石
gtlitecore:stone_cobble:6, 板岩圆石
gtlitecore:stone_cobble:7, 页岩圆石
gtlitecore:stone_cobble_mossy:0, 覆苔石灰岩圆石
gtlitecore:stone_cobble_mossy:1, 覆苔科马提岩圆石
gtlitecore:stone_cobble_mossy:2, 覆苔绿片岩圆石
gtlitecore:stone_cobble_mossy:3, 覆苔蓝片岩圆石
gtlitecore:stone_cobble_mossy:4, 覆苔金伯利岩圆石
gtlitecore:stone_cobble_mossy:5, 覆苔石英岩圆石
gtlitecore:stone_cobble_mossy:6, 覆苔板岩圆石
gtlitecore:stone_cobble_mossy:7, 覆苔页岩圆石
gtlitecore:stone_polished:0, 磨制石灰岩
gtlitecore:stone_polished:1, 磨制科马提岩
gtlitecore:stone_polished:2, 磨制绿片岩
gtlitecore:stone_polished:3, 磨制蓝片岩
gtlitecore:stone_polished:4, 磨制金伯利岩
gtlitecore:stone_polished:5, 磨制石英岩
gtlitecore:stone_polished:6, 磨制板岩
gtlitecore:stone_polished:7, 磨制页岩
gtlitecore:stone_bricks:0, 石灰岩砖
gtlitecore:stone_bricks:1, 科马提岩砖
gtlitecore:stone_bricks:2, 绿片岩砖
gtlitecore:stone_bricks:3, 蓝片岩砖
gtlitecore:stone_bricks:4, 金伯利岩砖
gtlitecore:stone_bricks:5, 石英岩砖
gtlitecore:stone_bricks:6, 板岩砖
gtlitecore:stone_bricks:7, 页岩砖
gtlitecore:stone_bricks_cracked:0, 裂纹石灰岩砖
gtlitecore:stone_bricks_cracked:1, 裂纹科马提岩砖
gtlitecore:stone_bricks_cracked:2, 裂纹绿片岩砖
gtlitecore:stone_bricks_cracked:3, 裂纹蓝片岩砖
gtlitecore:stone_bricks_cracked:4, 裂纹金伯利岩砖
gtlitecore:stone_bricks_cracked:5, 裂纹石英岩砖
gtlitecore:stone_bricks_cracked:6, 裂纹板岩砖
gtlitecore:stone_bricks_cracked:7, 裂纹页岩砖
gtlitecore:stone_bricks_mossy:0, 覆苔石灰岩砖
gtlitecore:stone_bricks_mossy:1, 覆苔科马提岩砖
gtlitecore:stone_bricks_mossy:2, 覆苔绿片岩砖
gtlitecore:stone_bricks_mossy:3, 覆苔蓝片岩砖
gtlitecore:stone_bricks_mossy:4, 覆苔金伯利岩砖
gtlitecore:stone_bricks_mossy:5, 覆苔石英岩砖
gtlitecore:stone_bricks_mossy:6, 覆苔板岩砖
gtlitecore:stone_bricks_mossy:7, 覆苔页岩砖
gtlitecore:stone_chiseled:0, 錾制石灰岩
gtlitecore:stone_chiseled:1, 錾制科马提岩
gtlitecore:stone_chiseled:2, 錾制绿片岩砖
gtlitecore:stone_chiseled:3, 錾制蓝片岩砖
gtlitecore:stone_chiseled:4, 錾制金伯利岩
gtlitecore:stone_chiseled:5, 錾制石英岩
gtlitecore:stone_chiseled:6, 錾制板岩
gtlitecore:stone_chiseled:7, 錾制页岩
gtlitecore:stone_tiled:0, 石灰岩瓦
gtlitecore:stone_tiled:1, 科马提岩瓦
gtlitecore:stone_tiled:2, 绿片岩瓦
gtlitecore:stone_tiled:3, 蓝片岩瓦
gtlitecore:stone_tiled:4, 金伯利岩瓦
gtlitecore:stone_tiled:5, 石英岩瓦
gtlitecore:stone_tiled:6, 板岩瓦
gtlitecore:stone_tiled:7, 页岩瓦
gtlitecore:stone_tiled_small:0, 石灰岩小片瓦
gtlitecore:stone_tiled_small:1, 科马提岩小片瓦
gtlitecore:stone_tiled_small:2, 绿片岩小片瓦
gtlitecore:stone_tiled_small:3, 蓝片岩小片瓦
gtlitecore:stone_tiled_small:4, 金伯利岩小片瓦
gtlitecore:stone_tiled_small:5, 石英岩小片瓦
gtlitecore:stone_tiled_small:6, 板岩小片瓦
gtlitecore:stone_tiled_small:7, 页岩小片瓦
gtlitecore:stone_bricks_small:0, 石灰岩小块砖
gtlitecore:stone_bricks_small:1, 科马提岩小块砖
gtlitecore:stone_bricks_small:2, 绿片岩小块砖
gtlitecore:stone_bricks_small:3, 蓝片岩小块砖
gtlitecore:stone_bricks_small:4, 金伯利岩小块砖
gtlitecore:stone_bricks_small:5, 石英岩小块砖
gtlitecore:stone_bricks_small:6, 板岩小块砖
gtlitecore:stone_bricks_small:7, 页岩小块砖
gtlitecore:stone_windmill_a:0, 石灰岩风车形瓦 A
gtlitecore:stone_windmill_a:1, 科马提岩风车形瓦 A
gtlitecore:stone_windmill_a:2, 绿片岩风车形瓦 A
gtlitecore:stone_windmill_a:3, 蓝片岩风车形瓦 A
gtlitecore:stone_windmill_a:4, 金伯利岩风车形瓦 A
gtlitecore:stone_windmill_a:5, 石英岩风车形瓦 A
gtlitecore:stone_windmill_a:6, 板岩风车形瓦 A
gtlitecore:stone_windmill_a:7, 页岩风车形瓦 A
gtlitecore:stone_windmill_b:0, 石灰岩风车形瓦 B
gtlitecore:stone_windmill_b:1, 科马提岩风车形瓦 B
gtlitecore:stone_windmill_b:2, 绿片岩风车形瓦 B
gtlitecore:stone_windmill_b:3, 蓝片岩风车形瓦 B
gtlitecore:stone_windmill_b:4, 金伯利岩风车形瓦 B
gtlitecore:stone_windmill_b:5, 石英岩风车形瓦 B
gtlitecore:stone_windmill_b:6, 板岩风车形瓦 B
gtlitecore:stone_windmill_b:7, 页岩风车形瓦 B
gtlitecore:stone_bricks_square:0, 石灰岩方形砖
gtlitecore:stone_bricks_square:1, 科马提岩方形砖
gtlitecore:stone_bricks_square:2, 绿片岩方形砖
gtlitecore:stone_bricks_square:3, 蓝片岩方形砖
gtlitecore:stone_bricks_square:4, 金伯利岩方形砖
gtlitecore:stone_bricks_square:5, 石英岩方形砖
gtlitecore:stone_bricks_square:6, 板岩方形砖
gtlitecore:stone_bricks_square:7, 页岩方形砖
gtlitecore:leaves_0:0, 香蕉树叶
gtlitecore:leaves_0:4, 橙子树叶
gtlitecore:leaves_0:8, 芒果树叶
gtlitecore:leaves_0:12, 杏树叶
gtlitecore:leaves_1:0, 柠檬树叶
gtlitecore:leaves_1:4, 酸橙树叶
gtlitecore:leaves_1:8, 橄榄树叶
gtlitecore:leaves_1:12, 肉桂树叶
gtlitecore:leaves_2:0, 椰子树叶
gtlitecore:leaves_2:4, 彩虹树叶
gtlitecore:log_0:0, 香蕉树假茎
gtlitecore:log_0:4, 橙子树木
gtlitecore:log_0:8, 芒果树木
gtlitecore:log_0:12, 杏树木
gtlitecore:log_1:0, 柠檬树木
gtlitecore:log_1:4, 酸橙树木
gtlitecore:log_1:8, 橄榄树木
